,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,content,label,pred,string_label,string_pred,target_race_asian,target_race_black,target_race_latinx,target_race_middle_eastern,target_race_native_american,target_race_pacific_islander,target_race_white,target_race_other,target_race,target_religion_atheist,target_religion_buddhist,target_religion_christian,target_religion_hindu,target_religion_jewish,target_religion_mormon,target_religion_muslim,target_religion_other,target_religion,target_origin_immigrant,target_origin_migrant_worker,target_origin_specific_country,target_origin_undocumented,target_origin_other,target_origin,target_gender_men,target_gender_non_binary,target_gender_transgender_men,target_gender_transgender_unspecified,target_gender_transgender_women,target_gender_women,target_gender_other,target_gender,target_sexuality_bisexual,target_sexuality_gay,target_sexuality_lesbian,target_sexuality_straight,target_sexuality_other,target_sexuality,target_age_children,target_age_teenagers,target_age_young_adults,target_age_middle_aged,target_age_seniors,target_age_other,target_age,target_disability_physical,target_disability_cognitive,target_disability_neurological,target_disability_visually_impaired,target_disability_hearing_impaired,target_disability_unspecific,target_disability_other,target_disability,loss
138,138,138,138,138,"Out of context, LMAO, imagine actually resorting to that one in 2019. Speaking of the religion of peace, that website puts things in context and links directly to the Quran. That's alright though, a religion that promotes inbreeding is obviously going to produce people like yourself.",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.08405876159668
139,139,139,139,139,"The ""Simp"" Niggas  These Niggas Always Thinkibg about Pussy and Would Lose Their Mind If Porn Was Extinct In Any Fasion. URL",1.0,0.0,hatespeech,supportive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.449847221374512
140,140,140,140,140,If u trash talk about india i will rip ur throat out,0.0,1.0,supportive,hatespeech,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.650884628295898
141,141,141,141,141,"Here's a new Amendment:  If your religious view is to deny others basic human rights, you should  a) be prevented from holding public office  and  b) shove your religion up your ass as far as you can and leave it there. URL",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6122082471847534
142,142,142,142,142,#BuildTheWall  Help stop the flow of illegal immigrants. Help fight illegal drugs Help fight human trafficking  Help fight people coming over the border to cause harm Retweet if you are in favor of #BackTheBlue #ICE  @DoingRight1 follows back all #MAGA #KAG URL,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.961228370666504
143,143,143,143,143,"Is he the baby killing kind of ""Christian?"" I'm not a fan of that type.",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.281136035919189
144,144,144,144,144,It may be time for Donald Kushner to launch a third World War against Germany. It is the sacred duty of the United States of America to protect the Jews for all eternity from anyone who ever dares to question them. URL,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.695399761199951
145,145,145,145,145,"*Send them BACK south of our boarder, where they came from....We owe them NOTHING.*",1.0,0.0,hatespeech,supportive,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5427465438842771
146,146,146,146,146,"USA gets what it deserves. Maybe a few more tornado's, heat waves, desimated crops, floodings etc. will open their eyes. Such arrogance and stupidity. You can't breath money.",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.342884540557861
147,147,147,147,147,"""Norwegians kill whales"" Well at least they don't grind them up and sprinkle them on their dicks",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.862446308135986
148,148,148,148,148,em see crumpph: spin oozah good *cums* me: I have too much respect for the broader Jewish community to doubt their competence in matters of faith and morality. Spinoza deserved to die.,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.16580867767334
149,149,149,149,149,Any day now all the blacks will start going back to Africa to escape police brutality...,0.0,1.0,supportive,hatespeech,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.703761100769043
150,150,150,150,150,Fire them all and hire illegals they are cheaper.,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.466005802154541
151,151,151,151,151,Hoes be slapping on wigs like they fitted caps..,0.0,1.0,supportive,hatespeech,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.649808406829834
152,152,152,152,152,Happy pride month you're all going to hell,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.176920413970947
153,153,153,153,153,Our state representatives are complicit in the Jewish war on whites. These traitors only have one concern: appeasing their Jewish donors. URL,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.8405277729034424
154,154,154,154,154,If she's telling the truth about being raped when she was younger (I don't believe it) then it's proof that black guys will literally fuck anything.,1.0,0.0,hatespeech,supportive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.74533748626709
155,155,155,155,155,This nigga cut his dreds,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.7459211349487305
156,156,156,156,156,Putting women on pedestals in being an SIMP Should be a crime worthy of a public beat down,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2462286949157715
157,157,157,157,157,"Oh my god one of the commenters in that thread called women ""front holes"" and retarded in the same breath.  They've literally never ever seen a vagina and don't understand how they work at all 😭",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.721133232116699
158,158,158,158,158,What a beautiful first lady America has compared to that last one who was a gorilla knuckledraggin transgender that the Democrats called a lady,1.0,0.0,hatespeech,supportive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.407927989959717
159,159,159,159,159,Someone was almost robbed in Africa? Is that a joke or something? No kidding someone almost got robbed their people get robbed and raped and attacked they're constantly.,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.450277328491211
160,160,160,160,160,She definitely needs a dick,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.697134494781494
161,161,161,161,161,PewDiePie:I will die you  And so racism among sheep was created,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.264656066894531
162,162,162,162,162,"Whites have no issue killing, raping, using.j abusing non-whites...but a painting...""omg, such a tragedy!"" Very clearly a painting has more value than a non-white person's life, in particular a South East Asians', judging by how whites treat people there...",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.796266078948975
163,163,163,163,163,@ohiomail No one should stay at her place. Which monkey? I would have had some choice words for her thst she would never refer to to a African American person as a monkey again.,0.0,1.0,supportive,hatespeech,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.1691482067108154
164,164,164,164,164,'Men are trash' is all fun and games but some of you boys are actually disgusting people. Demonic things,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.5660014152526855
165,165,165,165,165,>What basis do you have to say that religion is outdated? Let's look at christianity. Slavery is ok and you can sell your daughter. Just a few things I would consider outdated. And it's not just christianity. Show me a religion and I'll show you some outdated bronze age belief. >Are rules somehow bad? Yes. See above. >and contraception it makes you more liable to be enslaved to cummies. LOL What?,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5141756534576416
166,166,166,166,166,@henryrodgersdc Leftist Democrats are so racist. They'll demand you should be fired or quit your job if you don't have the right skin color.,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.277594566345215
167,167,167,167,167,i will never refer to my girlfriend as my bitch. that shit ain't cute URL,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.455309867858887
168,168,168,168,168,the best thing these ladies could do for the u.s. is die.,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6613175868988037
169,169,169,169,169,"She didn't inseminate herself. Condoms break, birth control fails, rape happens. Let's give all men vasectomies at sexual maturity.. they can be reversed once they find a woman to consent to have a baby with them and she consents to them ejaculating inside of her.",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.727563858032227
170,170,170,170,170,"@joshi_bp @t_d_h_nair No, the other way. Social scientists support intolerant Muslims and thwart liberal Muslims.",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.4909441471099854
171,171,171,171,171,I say put Serpentine wire around LA and San Fran and give the illegals a free one way pass to the city.,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.600719928741455
172,172,172,172,172,"Latest dumbass, race baiting Tweet from the shaved scrotum! #CreepyPornLawyer #CPL",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8891645669937134
173,173,173,173,173,Send them back to where they came from.  Send them back! Send them back!,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.338411569595337
174,174,174,174,174,FUCK AREA 51 LETS FUCKING STORM CHINA AND FREE THE MUSLIMS URL,0.0,1.0,supportive,hatespeech,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.822803974151611
175,175,175,175,175,she was a jewish child murdered in the holocaust FOR BEING JEWISH. stop trying to make her into some figurehead. for FUCKS sake yall are DISGUSTING,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.075647830963135
176,176,176,176,176,"Iran will start talking or eat nuke fuel for breakfast. We don't need another unstable and militant revolutionary state playing in the nuke fuel cycle. Why start a Middle East Cold War style nuke arms race? If the world tolerates Iran staying in the nuke fuel cycle game ( the horrible ""deal"" the US walked away from) it will be just a matter of time before other states in the region do the same in order to deter Iran. Weapons of any type are a bad idea in the Middle East, there are too many fundamentalist religious disputes for a region of nuke martyrs.",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.212432146072388
177,177,177,177,177,"You're kidding, right? Go to any religious person and ask them what they think of killing gay people. I wouldn't be surprised if half said it was okay to kill them and the other half said we need to ""rehabilitate"" them.",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2238569259643555
178,178,178,178,178,"@KaitMarieox Bitch shit the fuck up. This was YET another angry white boy, who felt the need to take 20+ innocent humans off this earth. You sick fuck.",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.634796142578125
179,179,179,179,179,*You know they were drinking each others loads in those mugs! So gay.*,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.820931434631348
180,180,180,180,180,"If you don't love Central America, though, tough it up, stay there, and go fuck yourself.",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.664159774780273
181,181,181,181,181,"*US invades Mexico.* ""Hey wtf why are all these Mexicans here?""",0.0,1.0,supportive,hatespeech,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.764505863189697
182,182,182,182,182,"+L7692 BLACK dude I'd rather have a century old racist with a shit ton of experience in agriculture owning the land than a forward thinking racist shooing them off and getting the land but not knowing what to do with it. I like paying R15 for Albany white bread, don't fuck it up for me.",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.8293304443359375
183,183,183,183,183,She is a traitor to the African American community.....,0.0,1.0,supportive,hatespeech,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.3817527294158936
184,184,184,184,184,"You come to this country, take advantage of the system and think because we are tolerant that we are weak and helpless. Your arrogance offends me. And for that the rate just went up 10%.",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.720197677612305
185,185,185,185,185,You are dumb... 1) illegals vote ILLEGALLY many states giving drivers licenses to illegals and their DMV automatically registers them to vote … Lastly all these Asylum seekers don't follow the law by stopping at the first safe country. They keep going to the one giving free stuff... so F illegals and you too @Derek Mulready,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.034885406494141
186,186,186,186,186,Oh no ah you see it's a Zionist conspiracy to paint jews as an oppressed class. Auschwitz was actually a camping and resort.,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.278238296508789
187,187,187,187,187,Niggas are already spoiling money heist unprovoked kmt I hope you wake up with severe alopecia,0.0,1.0,supportive,hatespeech,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.098443508148193
188,188,188,188,188,Let me savagely gun down your people for your insensitive drawings of my prophet. Oh what's that? You dont like it? Islamophobes!,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.6993727684021
189,189,189,189,189,@SlaughterMemes Or be a disobient Muslim like me and fleshlight that shit,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.766880989074707
190,190,190,190,190,Dismantle the religion,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.5151238441467285
191,191,191,191,191,We need less trashy boys in our life and more men,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.383298397064209
192,192,192,192,192,I'm getting extremely sick & tired of watching men beating women! Whether it's Sharia or just worthless a$$ cowardly punks like these. You don't hit women! At some point this is going to have a violent outcome & rebellion by women. That day can't come soon enough! PACK A WEAPON! URL,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.178269386291504
193,193,193,193,193,"@l4mees Just go join the taliban already you American hater. Go pick up a AK and do something about ""U.S troops killing your people"" since you hate the troops so much.",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.256839394569397
194,194,194,194,194,Sit that ass on this dick. Lemme see what that hole can do! #EnterTheCity and Breed the #Twinks at URL. #XXXperienceTheTwink URL,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.039257049560547
195,195,195,195,195,Yeah bummer. NZ shouldnt have much to say after literally cucking out and then letting some guy kill 50 muslims.,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.034616947174072
