text,label
واحد مكيف إنه النهيق تبعه أموي شو بده يطلع منه,hate
عن جد وقح,abusive
منك عارف كيف بدك تتبهدل عم تشتري البهدله لحالك مشترى البصله بصله بعمرها ما رح تصير فريزه ,normal
ظاهرة المذيع الطنبر بلا مؤاخزة,abusive
طبعا جبران باسيل  فهو الاكثر ذكاءً نشاطاً وخبرةً وبالتالي سيكون الأفعل والأكفئ مع كامل إحترامي لشخص الو ,normal
يا ترى ما هو موقف حماس من القصف الهمجي على مخيم اليرموك,normal
بشار الجحش ابن ابو سليمان ضيعجي نصيري خنزير وكتير رح يبقى الى الأبد مثل ابوه الخنزير الكبير ما عاد ألكم محل بسوريا يا خنازير,hate
شووو بتئول يامعرص هذا حساب حماراتي ريحت وزار وصخ يابو ريكي   ,abusive
افي بغل وانت بيك جنباط موجودين انتو بغال بجدارة وانتو ملوك الفتنة وبيك كلب اصلي اميركي يا هلا ,hate
يا فهمان الدولة مش عم تأمن للمواطن اللبن ,normal
جبران باسيل وعمه جنرال اسرائيل سابقاً العماد ميشال عون يمثلون سياسة الزباله التي قدمها سيدهم نصراللات لهم على طبقاً من الخياسة,hate
عندما يتوقف شاب بتهمة المخدرات يتسارع بعض المتملقين لإخراجه من السجن  فمجددا بفضل المرجع الكبير,normal
معالي الوزير حضرتك واعي شو عم تحكي أي نتائج وأي مباراة مطبوخة وخالصة كل مباراة خارج مجلس الخدمة المدنية,normal
طلاع من الخسة وشوف حواليك انو نص البلد عم يحكي متلي انو شو بدا شطارة وتخصص تا يحكي الواحد بمواضيع طالعا من مناخيرنا وإبن عشر سنين بيحكي فيها بعدين احترم لأن وحدك بتاكل هوا,abusive
لك بحضي هالرائد أفي منو,normal
ولاك انت بدك مين يضحك عليك انت كركوز بحد ذاتك حقك فرنك إيام الغلا وكشتبنجي عايش عالتشبيح وكل العالم بتعرف ,abusive
احسن شي تالتا أنو يلي راحوا مش لعبة أمم   بس ليه بنشرات الأخبار عندك مش مصدقة أنو حدا مات وكان كل تركيزك أنو مسرحية,normal
ولن ترضى عنك اليهود ولا النصارى ولا المسلمين ولا النباتيين حتى تتبع ملتهم,normal
اسسس شو رامبو انتي حبيب فياض حر برأيه تماما متل ما جبران باسيل حر برأيه و حكيه المستفز كتير روق يا غرندايزر ,normal
شو عم تبع رسايل لجماعتك بقطع المي ياعديم الانسانية يافلاح يا ضيعجي ويا فلاح خود الفلسطنين يلي خايف عليهن ع قطر مو ناقصنا قرف بسوريا,hate
اصلن مدعوس بس زيادة الخير خير ,normal
كبيييييره  ,normal
وطننا ليس فقط بحاجة لضمائر مسؤولين نظيفين القلب والكف بل بحاجة الى شعب يحب هذا الوطن ويحافظ على نظافته  ,normal
الاستاذ أبراهيم قال أنو كان في تجاهل تام من الوكالة الوطنية للأعلام وتلفزيون لبنان كتغطية وكحضور,normal
يعني يا انت أهبل يا مصدق حالك,abusive
وانت من الدروز يافيصل وبتكتبو الخضر وشعيب وشبعرفني شو نسيت نجمتك الخماسية يا فلاح يا ضيعجي,hate
علي كول هوا من بعد امرك,abusive
يازينك ساكت  جبران باسيل,normal
رد السعوديين ع كندا بيخري إنتي حمارة ولا بتستحمري,abusive
ضحكاتك في عزاءه وفرحتك في اعادة تعويمك من حلفاءك لقطاء ايران خير ادلة معنوية على ضلوعك ,normal
سوريا منبع الإنتصارات ,normal
انت عقدة النقص يلي عندك انك فلاح ودون ابن المدبنة لهلاء ملاحقتك حتى لو تعلمت يا فلاح بتضل ضيعجي وبتضل دون,hate
انا مش عم صنف حدا,normal
نحتاج الى رؤيويين جداد ,normal
مش ليكون جنبلاطك درزي بالأول ,normal
اوعا تكون القاضي بحياتك ,normal
انت حمار يا عبد الله ولا بتستحمر,abusive
انت بتطلع الكلمات من طيزك وبتصفها ورا بعض اعتباطيا الفلتر آخذ عقلك الخرا,abusive
نعم يافلاح  يا ضيعجي ياتافه يا درزي باتحكي عن السوريبن وانت اول من يتمنى موتهم وفنائهم وتبقى طائفتك الدرزية ياحشرة,hate
يا ترى كيف العالم كله متآمر على البطل بشار وصرله سبع سنين عم يدبح بالسوريين وما حدا لهلا استغل الفرصة ليتخلص منه,normal
نحتاج الى دولة جديدة ,normal
يرحم أبوك ,normal
يلعنو ويلعن يلي حاوي بلا خواجا بلا زبالة ,abusive
ما تكون مفكر جبران باسيل اله لا يا عمي زلمي متلتنا متلو,normal
بس عميتنا بنورك وايمانك يا بيك,normal
تغريدة وموضوع حلقة تافه ومبتذل متلك يافلاح يا ضيعجي ياحاقد طبقيا خمس سنين صامدة بالسنة اكتر من العلوي والقصدعن العدد وليس محبة البلد,hate
قانون طائفي مفصل على قياس الطوائف هو الذي انتج ضباط الأمر الواقع على شاكلة عماد عثمان     ,normal
ما فيك تطلب هيك طلب لأن لازم يتغير اسم تويتر لاسم جبران باسيل,normal
مو جبران باسيل لي يقرر إن أمن إسرائيل حق والا ما حق,normal
سيحاكم هو وليد جنبلاط قريبا على رءيس الجمهورية بلتحرك السريع لانه قاتل ابوا دياب بلتامر مع وليد جنبلاط هذا هو الملف ,normal
والله وصاير شعراوي يا واوي بعرفك حمار ما بتحكي غير كلمتين حافظن لتسب العالم   ,abusive
هذا هو مستوى فهمك وهو دليل على انك حمار,abusive
اعلا شي وصلت له يا فيصل ان تكون لاجئ درزي قذر في قطر هذا انت,hate
بحس انو بدك ضبان للسانك لانو اطول منك ,abusive
و قبل ما نقول معاليه شو سب   نتذكر مين الي علقلو مشنقى بي طرابلس و لا مين تابعين نتذكر الصور  ,normal
لا بس الوطن بدو تكنيس من ل متلك ,normal
سعودي كلك اسيد مش فخر ,normal
هل رايتم عصفورايفضل البقاء في قفصه خوفا من رصاص الصياد ,normal
كول هوا كذاب وفاجر وبابوجي أنضف من لحية حسن البنا وايردوغان الماسوني متعهد الشرق الأوسخ الجديد لكن وعد ,hate
ليك منقص حرف بكلمة ضابط سوي قصدك سوري ,normal
جبران بن جرجي باسيل,normal
متعود تنشر قذارتك يا فيصل القاسم درزي قذر  ,hate
الله لايبارك فيك ولامرحب فيك اطلاقا على الكرة الارضيه مابتسوا ليرة بايام الغلا وهل اسيادك اشرف من جزمت امير قطر ياح  ,abusive
تجربة رائعة تفضل معاليك ,normal
بشار قتل وشرد ويتم شعبه ركز على شعبه مش حرب دول بشار خطف وقتل وذل اللبنانيه بما فيه الكفايه ,normal
شكلو سيادة اللواء رايح على إدلب بالزمانات مسطهج عالأخير الحجي,normal
خائن وعميل في بلدي روح فوت بطيزه لبشار وريحنا منك ,abusive
والسيد حسن مو هو نفسه حسن نصر اللات عبد ايران هذا الي أقصده  وسؤالي هل وائم معا سياسته ولا ضده فقط,abusive
انت درزي يا كلب يا فيصل زباله القاسم هذا موضوع لا علاقة له بك يا واطي يا قذر يا عميل و مشرد و كلب الدروز النباح عليه كول من البياره اللي انت فيها و قفل نيعك يا كلب,hate
اذا هو مجرم انت شو بشرفك اصلا لو عنا دولة متل الخلق والعالم كنت هلق يا بالحبس  يا مجنس سوري,hate
الله يفصل راسك عن جسدك يا درزي يا قذر,hate
بعد أن قُتل مليون وسجن نصف مليون وهجر ونزح عشر ملايين لازال السوري الأهبل متفاجئ من التعفيش بيجلطوا بلد هالسوريين,normal
والله أنت شخص أناني لا يمث بصلة لأبناء لبنان الكرماء كم أعطوك أل سعود لتغرذ بهذه التغريذة ,normal
محل نقاط امك يا حلوة ,abusive
شو محشش هيدا,normal
جبران باسيل الوزير الملك تحياتي لك صديقي الطيب,normal
لو مواطن عادي بنى خيمة قرميد ليستر عائلته لتحركة كل اجهزة الدولة وعندما تنهب مافيا السلطة الاملاك العامة لا تحرك  ,normal
صباح الخير كول هوا,abusive
انت سوري درزي اكيد او علوي او خربطلي  اخرس ولاك  انت وبشارك معك,hate
أصحاب الرؤوس الفارغة ما عندا شي غير تهاجم الوزير جبران باسيل,normal
تدري انك علاك وقليل حيى بس مع الاسف انك محسوب عالسوريين ياواطي روح ولاك عرص درزي دورلك على عجل يانذل,hate
رب ضارة نافعة وصول جبران باسيل الى الرئاسة يعني اننا وصلنا الى حالة الاحتضار الكامل,normal
هلأ لحتى حسّوا إنه الوحشية بالآخر بتوصل الكل,normal
كول هوا ولاك درزي الكلب,hate
ولاك انت مسيحي شو لويش حاشر منخارك بين المسلمين,hate
من شو بيشكو القصار الرئيس عون قصير و جبران باسيل قصير وغابي بهامس قصير من شو بيشكو   ,normal
ولاك حيوان بدوي نحن بسوريا اذا حدا بقول ديني علوي او سني مندوس ع راسه نحن دينا سوريا يا كر يابدوي,hate
عميل وغلام صغير للمخابرات السورية شخص رخيص و سعرك معروف ,abusive
كول هوا من باب الاحتياط,abusive
بتعرفي تقرأي؟ قلت حرية شخصية بس قلة ذوق ووقاحة يعني لو حدا إجى بده يحاكم هديك الوحدة لإنها ما قبلت ترد السلام ما رح أقله ينصر دينك رح أقله يلعن شكلك,abusive
السيد حسن جبران باسيل صادق,normal
صحيح انما واسطة التيار الوطني الحر ظاهرة في نتايج كتاب العدل اين الكفاءة في جيب جبران باسيل,normal
على أساس انتي احسن من البدو اول شي يكون عندك كهربا بعدين بنعيب على الناس ,normal
هاد تهليل لجبران باسيل قال شحدها من امير قطر عفوا طلبها طلب على اساس يعنل شي نجاح شخصي فاعطاه قرض ونبسطوا عليه لانو اجيت الرزقة ,normal
جبران باسيل فخر الصناعة العونية الباسيلية,normal
الله يطول عمرك حبيب القلب ,normal
لو في دوله تحترم نفسها كنت معاليك بالمنفى او الحبس ,normal
يا أستاذ وئام اذا البحر بيحلى بيبطل في فساد بل البلد هلاء انتى مصدق لح ليكافحوا الفساد,normal
صح قتلت مليون سوري ارهابي قذر ,hate
صحيح بالنسبة لواحد متلك بيعتمد على مصاري ايران لبنان اخر همو ,normal
القمه العربية الاقتصادية ارادوها النهاية فكانت البداية,normal
على فكرة رجلي بالدكتاتور اردوغان سبتويت,abusive
لاء رح صححلك جبران باسيل النحس  ,normal
انتي ما حدا دعسلك عا ديلك ,abusive
طرش غنم منعدمة عندون القدرة على التفكير بس اجترار الخطاب الممانعجي المعفن,hate
وليد بيك يتعرض لحمله شعواء من قبل طلال ارسلان و وئام وهاب هل هي حرب بين رؤوس زعماء الدروز اشعلها وهاب ,normal
لو منك حيوانة وكذابة وجبانة بتحطي كلامك يا قواتجية في ابشع من يكون حثالة متلك بلقوات لينشتموا تافهة مقرفة لاعقة احذية او لاعق احذية جبان,abusive
مش عيب تكوني حمارة خاصة اذا ميولك قواتجية بس تكوني حمارة و مدعية! يا رب ارحم و اشفي هالطفلة البلوي على اهلها و المجتمع   إلى الرب نصلي,hate
اولا تحرروا من حصار زعيمي عصابة امل وحزب الشيطان,normal
ما تكون مفكر حالك مهضوم   خليك بل الباصات وخبرياتك البايخة   انا أكيد عندك حقد ع الشيخ سعد أكتر من حقدك على العدو الصهيوني,normal
إنها مدرسة الوفاء   مدرسة ميشال عون   تحية الى السيّد   سيّد الصدق والأخلاق والشرف والى حامل الامانة جبران باسيل وما ,normal
عم تحكي عن حالك يا خرا,abusive
ههههه لاه صراحة شايفن متلك ومتلا يا زبالة,abusive
هذا شيخ البلاط الجنبلاطي يسخّر ضميره ويكذب على ديننا ويقوم بالتغطيه على زنديق ناكث لديننا   كفى قلب للحقائق الدامغه ,abusive
فكرة حلوي حبيتا      ,normal
شو لبنان ملك بيك او ملك غيرك شو جايي عالجاهلية هوي ,normal
بدا ثورة متل الثورة اللي خلت ناس تعمل تاتو جبران باسيل من بعد مصادرت موتورات بالضاحية مياومو الإعلام,normal
زمن التبعية والتعطيل جبران باسيل وئام طلال و جميع احزاب اذار يمثلون التبعية لنظام الأسدي,normal
يا عمّي عم نحكي قمّة إقتصادية و دعم الاقتصاد و ملف نازحين و صناديق استثمارية  كلّو كرمال يتحسّن شوي وضع  ,normal
فشرتي يا قواتجية يلي كنتي توقفي عالحاجز وتاخدي منا ربطة الخبز اعرفتك من عيونك,abusive
لسه بصرعوا طيزنا بدكن نصير متل العراق وليبيا يا حمير تجاوزناهن بأشواط  هلق لو نصير متل العراق وليبيا تحسن كبير جدا,abusive
هذه هي إسرائيل التي قال عنها جبران باسيل المُقاوم أنه لا يرفض وجود إسرائيل و بأن أمنها هو حقٌ لها,normal
جبران باسيل سيجله التاريخ كواحد من أسوأ وأوسخ السياسيين الطائفيين وسفهاء الرأي في لبنان وأكثرهم نجاسة وغباء فعلا,abusive
يلا لحيسه بلشو تعويه ,abusive
يخي كول هوا و خليك في دولتك فرنسا  ,abusive
جاسوس برتبة وزير,normal
خرسي يا عونية بدي صب عليكي باطون متل ما صبيت على ظباط الجيش اللبناني,abusive
مكربج راسو جبران باسيل ومش شايف قدامو الا حصة القوات شيل وزير من حصتك ووزير من حصة عمك,normal
خرسي يا بشعة,abusive
هي شخص رهيب بحق يعني ما بعرف كيف ما حدا مكتشفها من قبل,normal
أول حلقة من دون جملة جبران باسيل,normal
خراس ونضب وين وطنيتك يا زمك وقت ابو دشداشة ببهدل دولتك ورئيسك خراس ونضب,abusive
عندما يصبح جبران باسيل رجل دولة ووزير خارجية هذا يعني أننا في اسوأ حالاتنا   زمن التبعية والتعطيل,normal
انا وحبيبتي متفاهمين ع كل شي بس كل خلافاتنا انو كيف عندي وحدي تانية قال,normal
بموضوع التيار الوطني الحر و الوزير جبران باسيل و علاقة حزب الله معهم   بعتقد لازم كتار يبلعو لساناتهم,normal
لا تعلق على الشعب الخرى بطريقة الشعب الخرى,hate
على القضاء ان يتحرك ,normal
بكفي تحكي بالسيء عن جبران باسيل  بصير برنامج مشهور من اول حلقة,normal
الرجل ما قال امن اسرائيل حق   نصيحتي للوزير جبران باسيل يحكي اللغة العرب ,normal
جبران باسيل خراس يا زمك طلعت ريحتكم,hate
مش أحسن من شوفت جبران باسيل وعمه    ,normal
يخسون إذا ما مرغوا خشوم تشلاب روسيا بالوحل يا قالي,abusive
هاد معالج نفسي لك يخرب ديارك الله يكون بعون الناس اللي بتتعالج عندك,abusive
وهاب مهاجماً قطر لا تتقن إلا التخريب ,normal
ليك مين عم يحكي عن الفيميه وتسهيل المرور   وعلي الأمين وقع ع الدرج,normal
اكبر راس ببلدك دسنا راسو جاي انت يا ضيعجي تكبر راس,hate
أنا مش إخوان بس لزج زيهم,hate
كيف تحول جبران باسيل لمرتزق لنظام قطر,normal
مطلوب نفي جبران جرجي باسيل  اعتقاله  محاكمته على ما وصل إليه لبنان الثقافة والعلم والإنفتاح مش ضروري,normal
الله يقطعلك عمرك كلب ابن كلب تفو عليك,abusive
هههه اخ وئام كون واقعي شوي انت بينك وبين حالك عارف انو وليد بيك بمتل الاغلبية الساحقة الدرزية,normal
شوي وبيصير عنا ثقافة ولي عهد,normal
يا نصراني ابن المجرم أنت أخبث من الحمار سبعين ضعفا يا كلب,hate
جبران باسيل عام ما عنا مشكلة ايديلوجية مع اسرائيل من حقها تعيش بسلام,normal
مش غريب يطلع من نيعك هيك كلام يا ريت بتسدو بشي خلده ,abusive
الحذاء هو الرد المناسب ,normal
منتمنى عليك تسكر تمك لانو خلص طفح الكيل العقاب لوهاب وهاب قاتل ابو دياب ,normal
يلعن صباحك نزعتلي نهاري ,abusive
لله درك شد عليهم ولا ترحمهم الخونه,normal
جبران باسيل الرجل الذي لا ينام قدن كلن,normal
هنا اللبنانيوون يردون عليك ,normal
مساؤكم ورد وفل ,normal
انت مش فلسطيني اصلا ف روح امقبر حالك يا حيوان,abusive
ماحدا بدو محاكمة ومشنقة غيرك ,abusive
العمى بقلبك شو سخيف إن شاء الله بضل الشيخ سعد عقلبك وحارق دمك ,abusive
يا أبن لحارم حارق قلبك من جوا وحياة الله انك واحد منحط لح تموت من حرقت قلبك العقاب لوهاب وهاب قاتل ابو دياب ,abusive
لبنان و قطر مخترقين داخلياً من ايران فلا تستغرب ,normal
كرمال هيك عم بدق ل جبران باسيل يقلو ما خصني شو بيحكي,normal
أنت أردني اوسخ من خائن,hate
يا ريت تخرس وتسد نيعك الوسخ,abusive
كلامك على حق دائماالله يحميك ,normal
ومين القنصلية يلي رح تضل بتركيا وما تشك إنه تركيا بتجسس عليها الموضوع حيضر حتى تركيا,normal
معاليك و نتائج مجلس الخدمة المدنية مش هيك؟ مش لازم تندعم لانها لناس مشحرة و قدمت على الدولة بكفاءة و بدون واسطة,normal
وانت رفعة شي هههه ,normal
ايضا اسم جبران باسيل الو حصة ببرنامج طوني خليفة   هاهاهاااااااا,normal
يا ريت تتعلمو تعملو دولة متل قطر انت روح شوف المطار كيف شكلو و شوف انت وين عايش ,normal
تأبط شرا باسيل جبران,normal
ونعم بالله ,normal
لك النظام السوري انتصر وتاج راسك يا درزي يا خاين سد نيعك عمى اللي يعميك,hate
فيصل القاسم أنت درزي وفتان والآن بدأت الفتنة على الأردن سد بوزك واسكت,hate
جنبلاط زبال نيويورك يسعى الى كانتون درزي عبر دروز سوريا جنبلوط نقول لك حامض على بوزك,abusive
من المهين في هذه المرحلة من يخرج ليحاضر علينا ان القصف هذا ليس لحريتكم ولا لسواد عيونكم بالله يا شيخ؟ مفكرنا ما منعرف؟,normal
خلو بالكم قطر ما وراها غير الخراب ,normal
عثمان وغيرو رح يتحاسبو كل ما في عنا صوت حق بينده للفقير ,normal
هيك نكاية فيك بهلول  استاذ فلسفة قال ما ناغص عيونكم إلا جبران باسيل موتوا قهر,abusive
جبران باسيل وزير خارجية لبنان يجب ان تعود سوريا الى الحضن العربي,normal
نحتاج إلى سياسيين جدد عوضاً عن الفاسدين الحاليين ,normal
انت وراجع أستاذ وئام الله يرضى عليك شي تنين كيلو فيليه للشوي عاملين ,normal
رحمه الله قتله أسيادك أيها البوق الكبير ,abusive
قالو لفرعون مين فرعنك قالن ما لقيت حدن يردني التغريدات ما بتكفي شو ناطرين لنبعتو عند اهلو و حبيبو ابن سوسو ,normal
نعم للتوحيد ,normal
تعرف تقول لنا جدك منين وأصلك منين  قبل ما تتكلم انت وتسأل عن التاريخ وانت مجرد كلب نابح نازح لا أصل لك,abusive
جبران باسيل يتحمل مسؤولية إيصال البلد الى هذا الإنحدار المعنوي ويجب على الدولة ان كان هناك من بقايا ,normal
صدقت وضعت يدك على الجرح ,normal
عم بشركم أن جبران باسيل نفسه اطول بكثير من نفس ميشال عون وبعده شاب والله انا ما حبيته الا لأنه عملكم بالقلب,normal
طول بالك علينا يا حلو ما هني عم يبينو واحد ورا التاني خدلك سنكرز عبكرا بلكي بتروق ,normal
يلعن عرضك شو منافق يا بيار صوهيوشيوعي,abusive
لازم يغَيرولا إسما من وزارة الطاقة ل وزارة كان بدنا ننجز بس ما خلّونا,normal
القمة العربية الاقتصادية والتنموية والاجتماعية في لبنان و مؤتمر صحفي لوزير الخارجية جبران باسيل,normal
جبران باسيل قصف جبهتكم هههههههههه,normal
ما تبيّن كأنك مأجور مفضوحة صارت الخبرية سورية تشهد أعنف قصف من العدو الصهيوني و انت حاطط راسك بقطر ,normal
عادي اصلن كل العظماء ما انفهموا بأيامهن الا ما يطلع جيل واعي و مستنير يتذوق هالشعر و يستطعم و يجعر من فرط السعادة و النشوة,normal
لك طز  عليك وعلى معلمك  أحمق البيت الأبيض,abusive
بعد ما خلصت مهمتك بعدهم عميدفشوك لتعمله فتنه بلبلد اكيد زادو الدفعه العقاب لوهاب وهاب قاتل ابو دياب ,normal
فشرت برقبتك يا واطي تاريخنا و حاضرنا و شعبيتنا و مستقبلنا بيسوا رقبتك يا عديم الاخلاق ,abusive
طهر نيعك يا عميل يا مفتن يا صغير و جوت امير قطر بنيعك ملاحظة جوت بالقطري يعني صرماية ,abusive
بياخد الأوامر من معلمه حسن نصر الشيطان,abusive
طيب وانت بعتبر عن رأيك ماتقعد مع عيلتك شوي ,normal
يعني عنجد يا ريت بتعطي وصف لحالك والله قرفت العالم منك ,abusive
الفيمينستس صاروا يكرهوا العلاقات أكتر من السلفية,normal
جبران باسيل قصدك عم يحكي الشباب,normal
فيصل الجحش انت درزي كلب وبدك تحكي بالدين الإسلامي لك فشرت يا فيصل الجحش أن تتكلم بأسم الدين الإسلامي,hate
خبرنا بس كنت تدق للواء عثمان بخصوص السماح لأشخاص ببناء مساكن من دون رخصة وكان يرفضلك طلبك ,normal
الملوخية هي سيمبول الحب الجميل اللي من طرفين,normal
روسيا المنتصر في سوريا على بشار والارانيين وحزب الشيطان ,normal
سمعني لعنة روحه يلا يا علوي فشرت تكون سني,hate
كلب والله لندوسك يا ابن الحرام لك يلعن ابو النفضك شو ابن حرام فشرت تكون حمصي سني ,abusive
علوي وصخ,hate
ابن الكلب رح يظل ابن كلب سواء كان مثقف أو عادي البحث عن المشترك نقاط التلاقي توحيد الصف فسبك كمثقف,abusive
وئام وهاب لامير قطر لا أهلا ولا سهلا بأمير دعم الارهاب وراعي الاخوان المنافقين في بيروت سد نيعك يا صرماية,hate
هو استحق الضرب بقيمته المعنوية والصحافي رائع ,normal
لما يناغشا قبل الزواج بيقللا مجنونة وبعد الزواج بيقللا مجنونة بس بغير طريقة,normal
صفقات البلديات ما فهمت والله شو بتقصد  بتقصد صفقة مارسيلينو الحرك مع جبران ,normal
اهم شي اللبنانين هدول بشرشرو عنصرية بكل معنى الكلمة,normal
ما بيسترجي في مصالح شي مره شفت وليد بك انتقد بري,normal
ولو نسيت على المنار شكراً قطر وينك يا شيخ حمد ,normal
مصدقين حالكن يل انتخابات الجاي بصف حدك طلولا المختارة رح تضل فوق راسك ,normal
أنا ما قهرني إلّا اللبنانيون الذّين يغردون شكرا قطر وغادر القمة دغري بعد الافتتاحية ,normal
دخلك انت مش مطلوب عالقضاء,normal
يا وئام نحن الدروز لا نسكت ولا ننسا انتا لستا منا ولا تمثلنا تستقوي بحزب الشيطن الى مزبلة التاريخ يا حقير ,abusive
يا طائفي روح اسأل أهل قانا وهني بخبروك,abusive
طيب اوك خراس,abusive
بس مين مسيطر على زراعة الحشيش مو كلها بالجنوب,normal
سميلي سياسي لبناني ما بيشد لطايفتو  بعدين عم تحكي معلومة وانت مش متأكد اذا مضبوطة,normal
ولك خراس يا زلعوط,abusive
شارل منفصم عفكرة عايش بكوكب تاني,normal
لك ياصرمايي محدا سامعك لعمى شو طبل ,abusive
سدو لبوزك ,abusive
عزيزي وئام شو يعني رعديداً,normal
تسلملي انت والنموذجيه المشكله انه نحن الشيعه نبقى ندفع ثمن بقاء غيرنا نسيت انت وغيرك ابناء شهداء  ,normal
انك تتمنى عوليد بك عدم التدخل متل ما بتتمنى عالبسَين ما ينط عالسمكات ,normal
فشرت بنص عينك ياكلب,abusive
اصدر ترامب قراراً يقضي بتأمين الحماية لكل من وئام وهاب امين حطيط وقنديل وانيس النقاش,normal
بفهمك يمكن صعبة عليك تشوف إنسان ناجح و نظيف متل جبران باسيل,normal
وئام وهاب من الامارات يهاجم قطر وهو حليف لحزب الله كل دوله لها رجالها ,normal
انت اجدب ولا عم تجدبا لا اجدب ازبط اول شي لانك فلاح وابن ضيعة تاني شي فشرت,hate
لبنان طاهر بدم الشهدا يا خنزير فشرت انك تحكي علبنان يا خنزير ,abusive
خلهم ثنين,normal
مصطفى حمدان كول هوا طوني خليفة,abusive
انا كمواطن عربي عم بلّش إشعر بتحسّن تنموي,normal
شو بدو بهالدين الأعوج,hate
اية ألله العظمى جبران باسيل قدس الله سره ذكر أن امير قطر تخطاء الحصار وكلامه كذب,normal
حاطين جبران باسيل وقاعدين جبران قال هيك جبران حكي هيك روح يا بهيم شوف زعيمك لي ناهب البلد من سنة وبعدو بس الجمل ما بيشوف حردبتو,abusive
اللعنة علي قطر شعبا و حكومة و مقيمين ,hate
بس المحسوب علينا وزير جبران باسيل أقر بوجودها وبحقها في ضمان أمنها هيدا وهو حليف للمقاولة كيف الوضع,normal
خراس بليز,abusive
ما حدا بالو بطرح اسمك نحن همنا نؤمن ع حقوق المسيحيين من خلال رئيس الحمهورية ت اذا في حال انت وصلت مع اني بشك للرئاسة,normal
وبمعنى آخرأكرم شهيب سدو لنيعك,abusive
ولله ستحي شوي ولووو عن جد لي ستحوا ماتوا اساسا لو في عنا دولة كنت وامثالك مجردين من الحقوق المدنية,normal
حاج تنكت فرطو خواصري انت مش مجرم لان,normal
معاليك بس سؤال انت ليش بتغار من معلمك شيخ سعد يا عمي بحس عنجد أنو حارق قلبك وانك بتغار منو صدقني ,normal
آحا,normal
هههههههه كنت منتسب او لاء ما بتقدم ولا بتأخر بنسبي النا فهمك كفاية,normal
بدها تقنعنا انه جبران باسيل ملاك    ,normal
سدو لنيعك يا ولد ما حدا طلب شهادة عن المير كفى تمسيح صرامي وجوخ حجمك معروف زمك ورح تبقى زمك,abusive
شو هالعربدة بيفوت طيران حربي بيقصف وبيكزدر وبيضهر ساعة لي بدّو؟ شو الدني سايبة؟ ههه,normal
وهاب هذه الدويلة لا تتقن الا التخريب ,normal
شوفوا مين يحكي  ,normal
عاجل شرموط مجرم حرب يزور شرموط مجرم حرب تاني متله,abusive
هذا الكلام عار عن الصحة بول بريمر هو من أفضل الدبلوماسيين عرفتهم اميركا في العقدين الماضيين ,normal
وحش ,normal
شكلك مقصرة بواجباتك الوطنية ابيصير,normal
لك يا حجي عيفك من بشار الجحش صار في عنا أولويات أهم لا بديل عن إسقاط نصر الحريري لابديل عن إسقاط النظام,abusive
هههه قصدك من مصلحة الى مصلحة ,normal
والله الذي لا اله الا هو كنت على يقين ان تنطق بطائفيتك,normal
عجبتني هيدة خليك تضوي وتطفي وتعوي عالقافية مش غلط ابدا ابدا ,abusive
مين بدو يحاسب مين يا ابني ابتسم انت في لبنان     ,normal
دخلك مش اسيادك يلي قتلو الشهيد وسام الحسن دخلك مش كنتو تسبو في طالع نازل خراس يا منافق دم زلمتك برقبتك,abusive
خرا عليك وع رئيس حزبك و ع معلمو الكبير,abusive
ناس ما تستاهل الا الضرب بالجزمه سحبوا عليهم الدول الثانيه ومحد عطاهم وجه الا تميم المجد وهذا كلامهم ,abusive
إن تصريحات جبران باسيل حيال إسرائيل نابعة من قناعة دينية مؤيّدة للتوراة اليهودية باعتبارها عهداً قديماً للعهد الإنجيلي,normal
لو كنا في دولة لما حصلت غزوة الجاهلية ,normal
نعم إنه عل حق اذا إسرائيل حققت سلام مع فلسطين لبنان اردن والدول العربية وين المشكل بس هيك جبران باسيل,normal
وين هيدا الشي يا معالي الوزير ,normal
وهل يتم السكوت عن تدمير الشعوب والبلدان العربيه من أجل مائة لبناني يعملون بقطر,normal
وانت ياحمار لازم كمان تعرف انت ومعلمك الهبيلة انو صرمايت لصغير بي بيت الحريري ابتسوى رقبتكون افهمت ولا برجع بعيد سدو لنيعك ياحقير ,abusive
وصل بك الامر للتامر علي جنبلاط ,normal
يعلن الأسد وكل لاعقي الاحذية,abusive
يعني لازم كل الوقت الك كول هوا لعمى بعيونك شو بتحب تكول هوا,abusive
يسعد صباحك بكل خير ,normal
كم كول هوا بتعمل بالتويت,normal
مش ملاحظ حالك انك زدتها يا حيوان ,abusive
العمى في عيونك ما أجحشك يا كلاش يا شاوي النجس صاحب واجب يا هوا,hate
من كل عقلك بعد في حدا او مرجع كبير بهالبلد؟ من ورا عمايلكم البلد كله بمن فيه صار صغير صغير صغير الله ينتقم منكم ,normal
والله انا متفاجئة كيف بعدو مطول بالو عليك وهذا يحسب له   ,normal
بدنا نضل ونغير لبقر لمتلك يا خروف خروف ,abusive
بدي اشوف وين وح تصفي يا شيخ النور انت وكراكيعك اذا طلعت روسيا من سوريا عليم الله غير اهل درعا يحتلو الشام ويربطوك انت ونورياتك بجبل قاسيون,abusive
كل حكام العرب أحقر من بعض بعضهم مأمور وبعضهم شحاد متسول,abusive
جبران باسيل نكاية برئيس مجلس النواب الفنزويلي يؤيد مادورو  حتى لو انزعجت امريكا,normal
السياسي الوِسِخ بعين جماعته حربوق,abusive
يلعن شكلك بوط,abusive
